"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-13",,"63","27","27"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-14",,"56","26","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-15",,"73","36","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-16",,"78","40","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-17",,"79","41","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-18",,"73","35","35"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-19",,"82","35","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-20",,"82","46","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-21",,"76","38","38"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-22",,"65","37","40"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-23",,"70","37","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-24",,"77","32","37"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-25",,"52","31","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-26",,"65","30","43"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-27",,"52","32","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-28",,"64","32","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-29",,"44","35","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-30",,"57","33","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-03-31",,"67","33","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-01",,"44","32","33"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-02",,"41","31","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-03",,"63","31","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-04",,"59","31","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-05",,"41","27","28"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-06",,"56","27","33"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-07",,"66","33","47"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-08",,"77","47","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-09",,"78","43","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-10",,"62","32","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-11",,"60","30","30"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-12",,"73","30","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-13",,"75","35","40"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-14",,"81","40","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-15",,"81","41","42"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-16",,"69","40","40"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-17",,"74","38","43"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-18",,"78","41","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-19",,"80","44","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-20",,"76","41","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-21",,"63","41","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-22",,"48","33","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-23",,"57","34","40"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-24",,"79","38","50"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-25",,"67","40","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-26",,"60","29","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-27",,"61","29","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-28",,"53","35","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-29",,"54","28","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-04-30",,"30","25","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-01",,"61","29","40"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-02",,"67","39","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-03",,"64","40","40"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-04",,"55","33","35"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-05",,"72","35","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-06",,"81","45","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-07",,"88","49","65"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-08",,"81","49","50"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-09",,"71","47","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-10",,"67","49","51"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-11",,"53","45","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-12",,"65","44","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-13",,"80","44","48"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-14",,"86","48","48"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-15",,"78","47","52"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-16",,"84","51","51"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-17",,"72","43","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-18",,"73","34","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-19",,"37","32","33"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-20",,"38","32","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-21",,"62","32","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-22",,"67","41","43"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-23",,"68","38","38"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-24",,"62","38","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-25",,"86","41","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-26",,"80","45","47"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-27",,"72","44","45"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-28",,"58","41","42"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-29",,"72","42","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-30",,"70","46","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-05-31",,"76","46","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-01",,"83","49","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-02",,"81","49","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-03",,"79","49","50"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-04",,"77","50","51"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-05",,"83","51","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-06",,"85","51","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-07",,"78","55","55"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-08",,"87","53","55"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-09",,"88","55","63"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-10",,"94","63","70"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-11",,"99","57","66"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-12",,"81","58","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-13",,"96","51","52"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-14",,"82","51","55"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-15",,"88","53","55"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-16",,"91","55","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-17",,"96","56","68"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-18",,"89","61","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-19",,"87","55","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-20",,"88","58","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-21",,"102","62","73"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-22",,"99","69","72"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-23",,"95","54","55"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-24",,"60","46","47"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-25",,"78","47","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-26",,"74","54","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-27",,"90","56","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-28",,"97","59","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-29",,"90","56","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-06-30",,"87","53","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-01",,"75","51","53"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-02",,"90","53","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-03",,"95","56","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-04",,"93","58","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-05",,"95","58","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-06",,"101","62","65"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-07",,"100","61","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-08",,"89","61","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-09",,"92","61","63"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-10",,"98","60","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-11",,"94","60","68"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-12",,"97","68","69"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-13",,"79","57","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-14",,"89","58","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-15",,"91","60","65"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-16",,"85","55","55"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-17",,"90","55","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-18",,"98","61","63"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-19",,"96","63","69"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-20",,"102","66","66"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-21",,"98","63","65"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-22",,"96","62","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-23",,"91","62","63"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-24",,"94","63","72"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-25",,"101","67","68"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-26",,"96","64","67"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-27",,"83","61","63"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-28",,"90","62","66"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-29",,"96","65","66"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-30",,"77","62","64"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-31",,"82","57","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-01",,"89","57","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-02",,"90","59","65"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-03",,"91","56","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-04",,"69","54","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-05",,"93","57","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-06",,"88","56","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-07",,"79","57","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-08",,"66","56","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-09",,"75","54","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-10",,"79","53","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-11",,"79","53","53"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-12",,"83","53","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-13",,"89","55","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-14",,"90","57","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-15",,"94","56","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-16",,"84","56","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-17",,"77","55","55"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-18",,"88","54","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-19",,"92","53","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-20",,"97","59","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-21",,"92","62","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-22",,"88","58","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-23",,"90","58","65"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-24",,"92","57","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-25",,"88","56","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-26",,"91","57","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-27",,"94","57","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-28",,"88","58","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-29",,"92","57","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-30",,"96","57","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-31",,"93","57","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-01",,"88","58","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-02",,"88","56","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-03",,"92","55","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-04",,"98","57","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-05",,"96","58","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-06",,"71","48","48"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-07",,"83","48","53"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-08",,"86","51","53"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-09",,"87","51","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-10",,"92","57","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-11",,"92","60","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-12",,"89","59","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-13",,"93","58","64"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-14",,"91","58","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-15",,"90","53","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-16",,"87","49","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-17",,"70","47","47"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-18",,"76","46","51"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-19",,"84","50","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-20",,"90","46","47"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-21",,"80","46","66"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-22",,"92","52","52"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-23",,"78","47","47"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-24",,"54","44","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-25",,"49","44","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-26",,"54","42","45"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-27",,"61","45","50"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-28",,"56","49","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-29",,"63","45","45"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-30",,"65","43","43"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-01",,"73","42","52"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-02",,"75","43","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-03",,"45","36","37"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-04",,"63","37","48"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-05",,"69","48","52"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-06",,"66","51","52"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-07",,"66","44","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-08",,"83","42","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-09",,"67","31","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-10",,"34","26","26"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-11",,"60","26","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-12",,"70","31","42"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-13",,"80","36","37"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-14",,"66","35","39"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-15",,"57","26","26"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-16",,"65","26","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-17",,"79","40","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-18",,"79","38","53"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-19",,"78","37","37"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-20",,"77","35","50"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-21",,"80","46","48"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-22",,"53","33","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-23",,"71","36","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-24",,"60","32","33"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-25",,"63","31","45"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-26",,"84","45","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-27",,"55","21","21"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-28",,"42","20","39"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-29",,"60","38","42"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-30",,"75","29","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-31",,"34","27","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-01",,"61","26","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-02",,"69","34","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-03",,"48","26","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-04",,"58","28","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-05",,"72","31","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-06",,"53","27","33"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-07",,"40","24","25"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-08",,"31","24","28"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-09",,"61","27","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-10",,"42","22","23"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-11",,"61","22","30"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-12",,"60","26","28"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-13",,"59","28","40"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-14",,"73","32","35"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-15",,"67","28","28"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-16",,"54","28","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-17",,"76","32","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-18",,"66","26","27"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-19",,"50","24","27"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-20",,"62","26","45"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-21",,"69","43","48"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-22",,"50","31","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-23",,"71","34","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-24",,"73","43","63"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-25",,"74","35","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-26",,"62","34","35"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-27",,"76","34","39"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-28",,"79","35","35"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-29",,"47","25","27"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-30",,"67","27","30"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-01",,"54","29","35"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-02",,"63","30","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-03",,"66","29","30"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-04",,"71","30","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-05",,"39","18","18"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-06",,"51","15","24"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-07",,"37","12","13"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-08",,"38","13","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-09",,"56","23","28"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-10",,"62","27","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-11",,"63","29","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-12",,"58","27","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-13",,"71","29","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-14",,"51","28","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-15",,"37","22","26"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-16",,"65","26","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-17",,"49","29","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-18",,"40","16","17"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-19",,"56","16","26"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-20",,"52","25","43"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-21",,"66","23","23"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-22",,"23","11","15"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-23",,"46","14","14"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-24",,"43","1","3"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-25",,"29","1","13"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-26",,"20","5","8"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-27",,"11","1","4"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-28",,"54","4","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-29",,"47","26","33"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-30",,"64","12","13"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-31",,"37","11","19"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-01",,"21","8","9"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-02",,"30","8","12"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-03",,"44","12","20"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-04",,"55","18","22"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-05",,"52","19","21"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-06",,"55","21","28"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-07",,"59","26","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-08",,"52","22","23"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-09",,"47","22","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-10",,"67","29","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-11",,"58","21","22"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-12",,"41","20","30"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-13",,"46","17","17"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-14",,"50","17","25"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-15",,"59","23","23"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-16",,"24","1","3"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-17",,"35","1","9"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-18",,"51","8","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-19",,"65","31","42"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-20",,"69","33","33"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-21",,"45","24","24"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-22",,"27","11","12"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-23",,"45","9","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-24",,"44","15","25"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-25",,"48","24","39"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-26",,"59","27","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-27",,"39","20","22"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-28",,"45","21","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-29",,"51","24","26"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-30",,"60","24","43"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-31",,"60","28","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-01",,"43","25","25"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-02",,"32","22","23"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-03",,"57","23","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-04",,"57","18","18"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-05",,"51","11","48"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-06",,"54","21","22"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-07",,"48","20","20"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-08",,"55","19","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-09",,"61","26","26"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-10",,"34","11","11"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-11",,"14","7","10"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-12",,"43","9","18"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-13",,"19","14","17"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-14",,"56","17","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-15",,"66","32","34"
