"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-16",,"47","13","14"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-17",,"42","13","37"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-18",,"57","27","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-19",,"69","11","11"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-20",,"14","-1","0"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-21",,"15","-3","-2"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-22",,"20","-2","11"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-23",,"24","8","13"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-24",,"27","13","17"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-25",,"35","14","15"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-26",,"41","15","17"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-27",,"55","15","18"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-28",,"55","18","22"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-01",,"50","22","23"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-02",,"59","21","35"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-03",,"71","34","42"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-04",,"72","38","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-05",,"67","27","27"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-06",,"40","26","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-07",,"46","16","17"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-08",,"51","16","30"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-09",,"64","29","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-10",,"66","29","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-11",,"52","25","26"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-12",,"48","24","24"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-13",,"56","22","26"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-14",,"59","24","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-15",,"67","29","37"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-16",,"67","34","35"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-17",,"55","33","33"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-18",,"64","29","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-19",,"53","27","28"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-20",,"45","26","26"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-21",,"50","25","28"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-22",,"63","28","39"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-23",,"70","37","37"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-24",,"76","36","38"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-25",,"67","34","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-26",,"67","31","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-27",,"53","30","30"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-28",,"48","29","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-29",,"45","28","28"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-30",,"46","28","28"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-31",,"63","27","33"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-01",,"59","24","26"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-02",,"54","25","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-03",,"76","31","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-04",,"49","26","26"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-05",,"66","25","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-06",,"66","40","40"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-07",,"40","22","22"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-08",,"58","22","48"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-09",,"63","36","38"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-10",,"55","32","38"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-11",,"74","37","48"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-12",,"82","45","45"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-13",,"80","32","35"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-14",,"45","29","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-15",,"56","29","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-16",,"63","29","35"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-17",,"75","34","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-18",,"74","28","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-19",,"57","29","39"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-20",,"68","37","39"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-21",,"57","31","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-22",,"39","30","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-23",,"63","30","40"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-24",,"73","32","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-25",,"38","31","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-26",,"67","31","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-27",,"59","37","37"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-28",,"74","37","39"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-29",,"80","39","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-04-30",,"83","47","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-01",,"75","47","47"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-02",,"68","44","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-03",,"51","39","40"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-04",,"53","38","40"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-05",,"70","40","48"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-06",,"76","40","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-07",,"80","46","50"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-08",,"83","50","53"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-09",,"78","46","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-10",,"79","46","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-11",,"91","47","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-12",,"82","49","52"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-13",,"66","50","50"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-14",,"59","47","51"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-15",,"66","46","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-16",,"76","46","47"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-17",,"82","46","52"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-18",,"88","46","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-19",,"67","50","50"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-20",,"50","42","42"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-21",,"57","41","42"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-22",,"82","42","48"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-23",,"83","48","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-24",,"85","48","51"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-25",,"88","51","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-26",,"91","55","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-27",,"95","57","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-28",,"88","57","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-29",,"69","50","52"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-30",,"78","52","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-05-31",,"85","52","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-01",,"94","51","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-02",,"94","51","52"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-03",,"81","50","50"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-04",,"79","50","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-05",,"95","56","66"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-06",,"99","62","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-07",,"95","62","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-08",,"96","57","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-09",,"98","57","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-10",,"97","58","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-11",,"100","57","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-12",,"84","53","55"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-13",,"89","55","63"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-14",,"96","63","70"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-15",,"99","60","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-16",,"96","61","64"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-17",,"86","61","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-18",,"76","55","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-19",,"84","56","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-20",,"82","53","53"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-21",,"79","53","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-22",,"86","54","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-23",,"89","53","55"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-24",,"88","55","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-25",,"71","50","51"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-26",,"83","51","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-27",,"98","56","64"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-28",,"101","63","66"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-29",,"104","66","68"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-06-30",,"95","61","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-01",,"75","52","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-02",,"90","54","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-03",,"95","59","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-04",,"97","59","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-05",,"94","61","64"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-06",,"88","60","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-07",,"93","60","66"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-08",,"100","66","67"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-09",,"97","65","65"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-10",,"95","64","65"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-11",,"98","62","66"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-12",,"95","65","66"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-13",,"86","61","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-14",,"89","62","66"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-15",,"97","66","70"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-16",,"71","61","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-17",,"89","62","63"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-18",,"89","63","65"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-19",,"96","65","65"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-20",,"98","65","66"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-21",,"96","66","69"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-22",,"97","68","69"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-23",,"94","64","66"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-24",,"78","61","65"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-25",,"89","61","63"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-26",,"81","59","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-27",,"82","60","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-28",,"82","57","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-29",,"79","56","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-30",,"78","56","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-07-31",,"78","52","52"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-01",,"86","52","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-02",,"84","56","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-03",,"93","56","69"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-04",,"81","63","63"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-05",,"96","63","63"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-06",,"87","60","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-07",,"83","58","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-08",,"89","58","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-09",,"84","58","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-10",,"88","57","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-11",,"89","59","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-12",,"93","62","63"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-13",,"92","55","55"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-14",,"88","54","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-15",,"85","58","65"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-16",,"87","58","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-17",,"90","57","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-18",,"88","60","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-19",,"79","54","55"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-20",,"71","50","50"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-21",,"78","49","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-22",,"72","56","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-23",,"79","57","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-24",,"88","58","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-25",,"89","60","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-26",,"90","61","63"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-27",,"93","61","68"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-28",,"92","54","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-29",,"74","52","53"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-30",,"89","53","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-08-31",,"92","59","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-01",,"88","56","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-02",,"85","56","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-03",,"80","58","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-04",,"81","53","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-05",,"81","53","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-06",,"72","53","53"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-07",,"75","52","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-08",,"75","50","50"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-09",,"85","50","55"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-10",,"86","55","57"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-11",,"90","57","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-12",,"90","59","61"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-13",,"93","57","63"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-14",,"95","57","58"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-15",,"91","51","52"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-16",,"93","52","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-17",,"95","56","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-18",,"92","55","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-19",,"90","55","59"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-20",,"85","59","62"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-21",,"83","51","51"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-22",,"79","47","48"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-23",,"85","47","56"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-24",,"87","56","60"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-25",,"76","43","43"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-26",,"64","42","45"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-27",,"73","44","48"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-28",,"80","42","42"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-29",,"54","38","38"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-09-30",,"85","38","43"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-01",,"85","38","46"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-02",,"67","46","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-03",,"80","48","54"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-04",,"86","50","53"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-05",,"65","43","43"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-06",,"73","35","38"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-07",,"58","38","39"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-08",,"47","38","38"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-09",,"41","36","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-10",,"38","32","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-11",,"37","32","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-12",,"46","34","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-13",,"66","35","37"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-14",,"65","22","22"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-15",,"27","19","19"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-16",,"47","19","28"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-17",,"55","28","33"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-18",,"61","31","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-19",,"70","41","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-20",,"66","36","37"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-21",,"70","34","42"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-22",,"74","37","42"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-23",,"75","41","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-24",,"68","44","49"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-25",,"61","41","42"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-26",,"65","40","40"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-27",,"69","39","47"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-28",,"73","36","37"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-29",,"78","35","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-30",,"79","37","40"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-10-31",,"43","32","35"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-01",,"47","34","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-02",,"55","33","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-03",,"65","32","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-04",,"53","29","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-05",,"55","31","41"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-06",,"56","28","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-07",,"51","26","27"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-08",,"44","27","27"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-09",,"39","20","21"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-10",,"46","21","27"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-11",,"57","25","26"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-12",,"28","20","20"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-13",,"31","17","23"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-14",,"49","23","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-15",,"63","31","38"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-16",,"59","28","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-17",,"58","32","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-18",,"34","20","20"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-19",,"51","19","22"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-20",,"50","22","23"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-21",,"58","21","30"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-22",,"62","30","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-23",,"60","36","40"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-24",,"53","30","30"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-25",,"57","25","26"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-26",,"42","18","21"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-27",,"53","20","25"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-28",,"55","24","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-29",,"60","33","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-11-30",,"48","24","25"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-01",,"35","22","23"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-02",,"44","18","18"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-03",,"35","17","25"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-04",,"33","18","25"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-05",,"39","15","17"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-06",,"50","15","20"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-07",,"32","19","20"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-08",,"44","17","21"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-09",,"49","20","23"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-10",,"45","21","24"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-11",,"58","24","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-12",,"60","24","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-13",,"58","26","26"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-14",,"42","20","21"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-15",,"56","20","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-16",,"57","25","27"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-17",,"61","22","24"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-18",,"58","23","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-19",,"57","29","44"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-20",,"50","20","23"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-21",,"50","21","39"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-22",,"62","26","27"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-23",,"37","15","17"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-24",,"52","17","28"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-25",,"50","22","27"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-26",,"44","18","19"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-27",,"36","17","17"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-28",,"31","15","15"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-29",,"23","9","10"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-30",,"41","9","31"
"USW00023062","DENVER CENTRAL PARK, CO US","2018-12-31",,"53","22","22"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-01",,"22","0","3"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-02",,"14","1","7"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-03",,"44","7","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-04",,"56","20","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-05",,"63","25","33"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-06",,"57","26","27"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-07",,"57","23","24"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-08",,"53","23","29"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-09",,"45","21","22"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-10",,"50","20","33"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-11",,"58","32","34"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-12",,"34","31","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-13",,"41","20","20"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-14",,"42","18","20"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-15",,"49","19","20"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-16",,"50","18","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-17",,"53","29","32"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-18",,"57","30","30"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-19",,"37","20","21"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-20",,"49","20","36"
"USW00023062","DENVER CENTRAL PARK, CO US","2019-01-21",,"58","27","27"
