"STATION","NAME","DATE","TMAX","TMIN","TOBS"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-04-25","70","39","60"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-04-26","76","39","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-04-27","81","44","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-04-28","75","48","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-04-29","74","46","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-04-30","84","40","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-01","83","42","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-02","78","45","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-03","73","47","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-04","80","38","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-05","76","39","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-06","66","47","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-07","70","37","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-08","74","36","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-09","73","38","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-10","65","43","60"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-11","70","42","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-12","78","35","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-13","84","39","81"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-14","82","42","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-15","77","41","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-16","63","50","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-17","70","46","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-18","75","40","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-19","77","46","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-20","83","44","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-21","83","41","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-22","89","43","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-23","85","54","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-24","80","47","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-25","74","50","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-26","61","51","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-27","62","50","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-28","71","47","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-29","74","43","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-30","80","40","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-05-31","67","50","62"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-01","71","39","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-02","73","49","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-03","79","41","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-04","87","56","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-05","90","52","85"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-06","93","52","89"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-07","91","54","85"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-08","90","52","87"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-09","92","49","83"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-10","102","47","94"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-11","94","51","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-12","83","53","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-13","80","53","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-14","93","50","90"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-15","90","49","81"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-16","85","52","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-17","79","53","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-18","82","55","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-19","73","54","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-20","74","54","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-21","75","48","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-22","78","49","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-23","79","55","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-24","70","53","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-25","86","47","81"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-26","96","43","93"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-27","99","48","81"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-28","86","45","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-29","87","50","80"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-06-30","92","43","92"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-01","101","54","95"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-02","100","55","94"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-03","103","52","95"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-04","101","51","91"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-05","100","53","92"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-06","97","52","89"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-07","98","52","89"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-08","103","55","94"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-09","106","57","92"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-10","92","59","83"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-11","85","54","80"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-12","82","49","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-13","84","48","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-14","77","47","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-15","82","50","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-16","83","47","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-17","83","50","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-18","83","53","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-19","82","53","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-20","79","57","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-21","84","53","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-22","82","54","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-23","85","52","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-24","80","51","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-25","77","55","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-26","83","56","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-27","84","54","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-28","80","55","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-29","72","52","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-30","80","53","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-07-31","77","54","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-01","83","47","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-02","93","47","86"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-03","89","51","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-04","85","54","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-05","84","51","80"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-06","80","49","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-07","86","48","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-08","81","43","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-09","86","46","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-10","74","51","64"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-11","72","53","64"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-12","71","44","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-13","77","43","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-14","84","43","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-15","79","45","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-16","80","55","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-17","77","55","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-18","84","44","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-19","84","46","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-20","82","50","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-21","84","45","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-22","87","44","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-23","94","46","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-24","95","49","82"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-25","90","50","83"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-26","94","48","83"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-27","92","52","87"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-28","90","44","82"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-29","87","47","85"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-30","98","54","83"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-08-31","95","50","86"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-01","89","56","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-02","78","54","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-03","74","48","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-04","67","55","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-05","75",,"69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-06","75","49","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-07","70","58","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-08","68","57","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-09","67","50","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-10","71","42","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-11","74","42","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-12","79","40","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-13","86","46","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-14","80","51","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-15","81","43","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-16","76","45","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-17","73","50","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-18","74","46","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-19","79","51","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-20","82","46","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-21","90","45","83"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-22","91","46","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-23","82","50","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-24","97","48","91"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-25","91","50","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-26","77","53","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-27","78","53","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-28","76","55","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-29","67","52","62"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-09-30","70","46","64"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-01","85","41","80"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-02","94","46","86"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-03","98","50","88"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-04","92","47","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-05","89","46","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-06","79","56","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-07","72","56","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-08","69","45","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-09","70","35","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-10","80","34","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-11","78","34","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-12","73","44","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-13","78","35","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-14","85","35","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-15","88","36","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-16","77","37","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-17","66","41","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-18","65","50","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-19","67","40","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-20","61","41","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-21","62","46","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-22","67","35","60"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-23","72","49","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-24","79","44","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-25","78","42","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-26","81","43","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-27","80","42","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-28","67","44","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-29","65","39","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-30","67","37","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-10-31","69","37","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-01","80","37","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-02","84","42","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-03","82","42","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-04","71","47","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-05","77","44","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-06","79","39","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-07","81","40","64"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-08","65","41","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-09","63","38","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-10","51","45","45"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-11","53","36","44"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-12","54","30","44"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-13","60","26","48"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-14","64","27","50"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-15","62","29","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-16","60","43","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-17","62","39","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-18","56","31","45"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-19","60","25","49"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-20","54","32","48"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-21","58","31","47"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-22","56","39","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-23","54","48","48"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-24","63","50","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-25",,"42",
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-26","61","42","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-27","56","44","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-28","55","46","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-29","54","46","49"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-11-30","54","37","47"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-01","54","39","50"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-02","58","48","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-03","57","52","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-04","54","45","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-05","64","49","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-06","63","38","50"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-07","60","45","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-08","58","32","49"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-09","57","34","45"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-10","53","26","45"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-11","55","26","42"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-12","58","23","42"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-13","59","23","45"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-14","61","27","49"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-15","62","31","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-16","71","31","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-17","74","32","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-18","75","31","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-19","75","31","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-20","74","32","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-21","74","30","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-22","72","31","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-23","74","30","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-24","69","31","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-25","75","31","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-26","73","30","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-27","67","30","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-28","60","42","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-29","55","45","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-30","56","49","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1985-12-31","64","48","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-01","64","50","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-02","58","41","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-03","60","48","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-04","58","51","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-05","64","54","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-06","65","44","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-07","65","35","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-08","68","37","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-09","71","32","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-10","69","30","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-11","73","32","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-12","64","37","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-13","68","36","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-14","59","39","50"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-15","54","45","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-16","56","48","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-17","63","53","60"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-18","71","44","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-19","63","46","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-20","62","38","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-21","62","40","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-22","60","35","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-23","63","45","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-24","64","35","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-25","70","33","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-26","74","35","60"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-27","75","36","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-28","64","38","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-29","61","37","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-30","61","48","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-01-31","56","48","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-01","60","48","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-02","59","50","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-03","56","43","50"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-04","64","34","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-05","57","36","50"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-06","57","34","49"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-07","58","37","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-08","59","29","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-09","60","26","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-10","60","27","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-11","54","37","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-12","54","46","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-13","60","51","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-14","59","55","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-15","57","52","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-16","57","52","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-17","57","54","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-18","59","55","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-19","59","52","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-20","60","47","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-21","66","39","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-22","73","41","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-23","76","43","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-24","81","43","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-25","83","44","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-26","87","41","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-27","82","43","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-02-28","83","45","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-01","74","49","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-02","75","40","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-03","75","40","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-04","84","45","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-05","83","45","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-06","74","44","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-07","67","53","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-08","63","52","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-09","56","44","50"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-10","56","47","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-11","60","48","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-12","61","42","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-13","58","46","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-14","61","32","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-15","53","41","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-16","56","43","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-17","65","34","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-18","68","35","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-19","73","36","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-20","76","35","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-21","78","36","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-22","78","41","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-23","76","42","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-24","70","42","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-25","77","38","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-26","83","41","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-27","81","45","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-28","87","44","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-29","73","53","62"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1986-03-30","72","55","68"
